category,comments,descriptions,difficulty_rating,endDate,endTime,experiment_id,image,is_data_visualization,languages,minivlat_answers,minivlat_time,prolific_id,reaction_times,self_understanding,startDate,startTime,timeSpent,topic,trial_number,desc_type,minivlat_score,num_words,caption,alttext,char_count,num_words_caption,num_words_alttext,desc_caption_jaccard,desc_alttext_jaccard,desc_caption_sbert,desc_alttext_sbert,jaccard_alttext_caption,sbert_alttext_caption,question1,question10,question11,question12,question2,question3,question4,question5,question6,question7,question8,question9
Rotaviral gastroenteritis / Epidemiology,Very interesting.. good luck!,"Seasonally, uptick happens around November, in the range between 4000 and 5000, reaching a high of over 6000 in March of ‘10.",5,Tue Nov 21 2023 15:43:22 GMT-0800 (PST),1700610202164,1,prolific/train-0-205301.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.72155,5c5cb505ced0b900018ca3a3,204578,Moderate,Tue Nov 21 2023 15:20:37 GMT-0800 (PST),1700608837798,22.73943333333333,Rotaviral gastroenteritis,2,first,12,27,The seasonal variation of rotavirus A infections in a region of England: rates of infection peak during the winter months.,A line graph with the months and years on the x-axis and the number of infections on the y-axis. The peaks in the line correspond to the winter months of the northern hemisphere.,125,22,35,0.5789473684210527,0.6052631578947368,0.2281894832849502,0.2899037897586822,0.0,0.4159944057464599,1,1,1,1,1,1,1,1,1,1,1,1
Ikerasaarsuk / Population,,"A bar chart spanning from 1991 to 2010. 1991's population was 79, 1992's was 77, 1993's was 83, 1994's was 91, 1995's was 102, 1996's was 191, 1997's was 113, 1998's was 117, 1999's was 116, 2000's was 121, 2001's was 116, 2002's was 110, 2003's was 118, 2004's was 123, 2005's was 121, 2006's was 124, 2007's was 113, 2008's was 109, 2009's was 103, and 2010's was 106.",2,Tue Nov 21 2023 18:53:48 GMT-0500 (Eastern Standard Time),1700610828457,1,prolific/train-0-370954.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.95075,590eb4006d77630001d3a28a,149354,Little,Tue Nov 21 2023 18:41:36 GMT-0500 (Eastern Standard Time),1700610096007,12.2075,Ikerasaarsuk,0,first,12,111,Ikerasaarsuk population growth dynamics in the last two decades. Source: Statistics Greenland[4],Ikerasaarsuk population dynamics,370,17,3,0.4523809523809524,0.3783783783783784,0.1534021198749542,0.1950995922088623,0.0,0.7536988854408264,1,1,1,1,1,1,1,1,1,1,1,1
Breastfeeding promotion / Breastfeeding promotion projects by region / Asia / India,,"A bar chart of some Asian countries and their percentage of early initiation of breastfeeding. India is 41.5%, Pakistan is 18%, Sri Lanka is 90.3%, Bangladesh is 50.8%, Nepal is 54.9%, and China is 26.4%. ",3,Tue Nov 21 2023 18:53:48 GMT-0500 (Eastern Standard Time),1700610828457,1,prolific/train-0-119573.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.95075,590eb4006d77630001d3a28a,70133,Little,Tue Nov 21 2023 18:41:36 GMT-0500 (Eastern Standard Time),1700610096007,12.2075,Breastfeeding promotion,1,first,12,48,Early Initiation of Breastfeeding in some of the Asian countries. Source: 2018 Global Breastfeeding Scorecard,Early Initiation of Breastfeeding in some of the Asian countries. Source: 2018 Global Breastfeeding Scorecard https://www.indiaspend.com/6-in-10-indian-babies-miss-out-on-early-breastfeeding-and-its-life-saving-benefits-62614/,205,17,20,0.6363636363636364,0.6458333333333334,0.7728397846221924,0.7381852865219116,0.0,0.9155380725860596,1,1,1,1,1,1,1,1,1,1,1,1
Single crossing condition,,"Two cumulative distribution functions F(x) and G(x). Both of them start at (0.0, -4)and rise up at different paces until they intersect at (0.5, 0) and they converge again and then intersect once more at (1.0, 2).",5,Tue Nov 21 2023 18:53:48 GMT-0500 (Eastern Standard Time),1700610828457,1,prolific/train-0-307125.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.95075,590eb4006d77630001d3a28a,234200,Little,Tue Nov 21 2023 18:41:36 GMT-0500 (Eastern Standard Time),1700610096007,12.2075,Single crossing condition,2,first,12,55,Example of two cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,Example of two normal cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,213,21,22,0.7631578947368421,0.7631578947368421,0.6492502689361572,0.6319777965545654,0.0,0.9686145782470704,1,1,1,1,1,1,1,1,1,1,1,1
Tetration / Inverse operations / Super-root / Other super-roots,,"graph with the x axis being numbered from 0 to 8 and the y axis being numbered from 0 to 4. There is a red line that slopes upward than flatten around (1,1)",4,Tue Nov 21 2023 18:55:42 GMT-0500 (Eastern Standard Time),1700610942872,1,prolific/train-0-28614.png,True,english,"{'question1': 'False', 'question10': '$0.80', 'question11': '1 to 2', 'question12': 'True', 'question2': 'USA', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",2.822683333333333,610019d78c4dbfa9d56317e5,66276,Very little,Tue Nov 21 2023 18:37:44 GMT-0500 (Eastern Standard Time),1700609864471,17.97335,Tetration,0,first,9,36,"The graph
  
    
      
        y
        =
        
          
            
              x
              
                3
              
            
          
          
            s
          
        
      
    
    {\displaystyle y={\sqrt[{3}]{x}}_{s}}
  
.",A line graph that starts at the origin and quickly makes an asymptote toward 2 as the value along the x-axis increases,156,27,22,0.4,0.5135135135135135,0.5904407501220703,0.6512126922607422,0.0,0.4837883710861206,1,0,1,0,0,1,1,1,1,1,1,1
Bishop Auckland / Demography,,"The x axis is labeled age groups. The y axis is labeled % of population. This is a bar graph with dark purple, light purple, and white collared bars at each point. ",5,Tue Nov 21 2023 18:55:42 GMT-0500 (Eastern Standard Time),1700610942872,1,prolific/train-0-245143.png,True,english,"{'question1': 'False', 'question10': '$0.80', 'question11': '1 to 2', 'question12': 'True', 'question2': 'USA', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",2.822683333333333,610019d78c4dbfa9d56317e5,44063,Very little,Tue Nov 21 2023 18:37:44 GMT-0500 (Eastern Standard Time),1700609864471,17.97335,Bishop Auckland,1,first,9,37,"""Population pyramid"" showing the breakdown of the Bishop Auckland's population vs Age compared with the figures for County Durham and England and Wales. Source:[9]","A bar chart comparing dividing the population into 5-year intervals, and comparing the percentage of the population of Bishop Auckland made up by each interval with the figures for England and Wales and County Durham. The graph shows that the towns population is broadly in line with that nationally, with the exception that Bishop Auckland has a much lower proportion of people aged 20 to 24 years.",164,32,71,0.5238095238095238,0.6410256410256411,0.4000806808471679,0.4975507855415344,0.0,0.796863317489624,1,0,1,0,0,1,1,1,1,1,1,1
Electricity sector in Germany / Electricity prices,,"This is a circle graph that contains values of grid charges (25,1%) power generation or acquisition, sales (22,4%), electricity tax (6,5%) value added tax (16%) taxes, levies, surcharges (53%) other levies (3,2%), concession fee (5,5%).",5,Tue Nov 21 2023 18:55:42 GMT-0500 (Eastern Standard Time),1700610942872,1,prolific/train-0-395010.png,True,english,"{'question1': 'False', 'question10': '$0.80', 'question11': '1 to 2', 'question12': 'True', 'question2': 'USA', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",2.822683333333333,610019d78c4dbfa9d56317e5,348015,Very little,Tue Nov 21 2023 18:37:44 GMT-0500 (Eastern Standard Time),1700609864471,17.97335,Electricity sector in Germany,2,first,9,62,Components of the German Electricity Price for Households Source,Components Electricity Price Germany,236,9,4,0.4146341463414634,0.3333333333333333,0.3282813727855682,0.2902108132839203,0.0,0.8207790851593018,1,0,1,0,0,1,1,1,1,1,1,1
Colorado River / Discharge,,Line graph depicting the changes in flow volume of the Colorado River,2,Tue Nov 21 2023 17:02:21 GMT-0700 (Mountain Standard Time),1700611341935,1,prolific/train-0-208920.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.522666666666667,63ea521ba47986c213907f98,38763,Moderate,Tue Nov 21 2023 16:55:52 GMT-0700 (Mountain Standard Time),1700610952400,6.49225,Colorado River,0,first,11,12,Annual Colorado River discharge volumes at Lee's Ferry between 1895 and 2004,The average annual discharge of the Colorado River has shown a slight but noticeable decreasing trend between 1895 and 2004.,69,13,21,0.6,0.6060606060606061,0.6016084551811218,0.5231529474258423,0.0,0.6898689270019531,1,1,1,1,1,1,1,1,1,0,1,1
Rotaviral gastroenteritis / Epidemiology,,Graph depicting the variation in cases of rotavirus A infections in a region of England. Infection peaks during the winter.,2,Tue Nov 21 2023 17:02:21 GMT-0700 (Mountain Standard Time),1700611341935,1,prolific/train-0-205301.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.522666666666667,63ea521ba47986c213907f98,42365,Moderate,Tue Nov 21 2023 16:55:52 GMT-0700 (Mountain Standard Time),1700610952400,6.49225,Rotaviral gastroenteritis,1,first,11,22,The seasonal variation of rotavirus A infections in a region of England: rates of infection peak during the winter months.,A line graph with the months and years on the x-axis and the number of infections on the y-axis. The peaks in the line correspond to the winter months of the northern hemisphere.,123,22,35,0.8214285714285714,0.6774193548387096,0.9011141061782836,0.5801197290420532,0.0,0.4159944057464599,1,1,1,1,1,1,1,1,1,0,1,1
Electricity sector in Germany / Electricity prices,,Pie chart breaking down how much of a power bill is used for each line item to keep the service running.,3,Tue Nov 21 2023 17:02:21 GMT-0700 (Mountain Standard Time),1700611341935,1,prolific/train-0-395010.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.522666666666667,63ea521ba47986c213907f98,47385,Moderate,Tue Nov 21 2023 16:55:52 GMT-0700 (Mountain Standard Time),1700610952400,6.49225,Electricity sector in Germany,2,first,11,22,Components of the German Electricity Price for Households Source,Components Electricity Price Germany,104,9,4,0.6,0.5,0.2032362818717956,0.1886954307556152,0.0,0.8207790851593018,1,1,1,1,1,1,1,1,1,0,1,1
InflateSail / Altitude loss,,"throughout august 2017, the change in anverage orbit height decreases",4,Tue Nov 21 2023 19:12:02 GMT-0500 (Eastern Standard Time),1700611922561,1,prolific/train-0-183840.jpg,True,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.114016666666667,610071e2de637700bf0cd8fc,90491,Very Well,Tue Nov 21 2023 19:02:36 GMT-0500 (Eastern Standard Time),1700611356814,9.429116666666667,InflateSail,0,first,10,11,Change in average orbit height during August 2017[11],Change in average orbit height during August 2017,69,11,8,0.76,0.8260869565217391,0.6588324308395386,0.6721664667129517,0.0,0.9874690771102904,1,1,0,1,1,1,1,1,1,0,1,1
Colorado River / Discharge,,The annual flow volume of Colorado River decreases from 1895 to 2004,4,Tue Nov 21 2023 19:12:02 GMT-0500 (Eastern Standard Time),1700611922561,1,prolific/train-0-208920.png,True,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.114016666666667,610071e2de637700bf0cd8fc,46666,Very Well,Tue Nov 21 2023 19:02:36 GMT-0500 (Eastern Standard Time),1700611356814,9.429116666666667,Colorado River,1,first,10,12,Annual Colorado River discharge volumes at Lee's Ferry between 1895 and 2004,The average annual discharge of the Colorado River has shown a slight but noticeable decreasing trend between 1895 and 2004.,68,13,21,0.7428571428571429,0.8709677419354839,0.6964617967605591,0.82011878490448,0.0,0.6898689270019531,1,1,0,1,1,1,1,1,1,0,1,1
Tiilerilaaq / Population,,The Tilerilaaq population growth has overall decreased from 1991 to 2010,3,Tue Nov 21 2023 19:12:02 GMT-0500 (Eastern Standard Time),1700611922561,1,prolific/train-0-448110.png,True,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.114016666666667,610071e2de637700bf0cd8fc,46701,Very Well,Tue Nov 21 2023 19:02:36 GMT-0500 (Eastern Standard Time),1700611356814,9.429116666666667,Tiilerilaaq,2,first,10,11,Tiilerilaaq population growth dynamics in the last two decades. Source: Statistics Greenland[4],Tiilerilaaq population dynamics,72,17,3,0.5882352941176471,0.6296296296296297,0.5723327398300171,0.5560837984085083,0.0,0.6924266815185547,1,1,0,1,1,1,1,1,1,0,1,1
Electricity sector in Germany / Electricity prices,,The different average values and prices of a household in Germany,3,Tue Nov 21 2023 16:18:32 GMT-0800 (Pacific Standard Time),1700612312446,1,prolific/train-0-395010.png,False,English,"{'question1': 'False', 'question10': '$0.63', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Japan', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.110283333333333,655d35168909cc0448bcd7b7,289250,Little,Tue Nov 21 2023 16:02:03 GMT-0800 (Pacific Standard Time),1700611323389,16.484283333333334,Electricity sector in Germany,0,first,9,11,Components of the German Electricity Price for Households Source,Components Electricity Price Germany,65,9,4,0.7037037037037037,0.6,0.7215261459350586,0.5606010556221008,0.0,0.8207790851593018,1,0,1,1,0,1,1,1,1,0,1,1
Rotaviral gastroenteritis / Epidemiology,,"Rates of the seasonal rotavirus A infection in England, infection always peaks during colder weather ",2,Tue Nov 21 2023 16:18:32 GMT-0800 (Pacific Standard Time),1700612312446,1,prolific/train-0-205301.png,True,English,"{'question1': 'False', 'question10': '$0.63', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Japan', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.110283333333333,655d35168909cc0448bcd7b7,101796,Little,Tue Nov 21 2023 16:02:03 GMT-0800 (Pacific Standard Time),1700611323389,16.484283333333334,Rotaviral gastroenteritis,1,first,9,16,The seasonal variation of rotavirus A infections in a region of England: rates of infection peak during the winter months.,A line graph with the months and years on the x-axis and the number of infections on the y-axis. The peaks in the line correspond to the winter months of the northern hemisphere.,101,22,35,0.7586206896551724,0.6774193548387096,0.9327694177627563,0.3815521001815796,0.0,0.4159944057464599,1,0,1,1,0,1,1,1,1,0,1,1
Tiilerilaaq / Population,,Growth of the Tiilerilaaq population in the last two decades has substantially slowed down,2,Tue Nov 21 2023 16:18:32 GMT-0800 (Pacific Standard Time),1700612312446,1,prolific/train-0-448110.png,False,English,"{'question1': 'False', 'question10': '$0.63', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Japan', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.110283333333333,655d35168909cc0448bcd7b7,86993,Little,Tue Nov 21 2023 16:02:03 GMT-0800 (Pacific Standard Time),1700611323389,16.484283333333334,Tiilerilaaq,2,first,9,14,Tiilerilaaq population growth dynamics in the last two decades. Source: Statistics Greenland[4],Tiilerilaaq population dynamics,90,17,3,0.6666666666666666,0.7391304347826086,0.6184226274490356,0.666522741317749,0.0,0.6924266815185547,1,0,1,1,0,1,1,1,1,0,1,1
Rotaviral gastroenteritis / Epidemiology,Good Study,It is a graph with a lot of variation of information,3,Tue Nov 21 2023 18:21:40 GMT-0600 (hora estándar central),1700612500673,1,prolific/train-0-205301.png,True,English,"{'question1': 'True', 'question10': '$0.80', 'question11': '1 to 2', 'question12': 'True', 'question2': 'Japan', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Skip', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",7.56675,650daeaffd6cc5fa80c2c8dc,221337,Moderate,Tue Nov 21 2023 18:00:17 GMT-0600 (hora estándar central),1700611217511,21.386033333333334,Rotaviral gastroenteritis,0,first,5,11,The seasonal variation of rotavirus A infections in a region of England: rates of infection peak during the winter months.,A line graph with the months and years on the x-axis and the number of infections on the y-axis. The peaks in the line correspond to the winter months of the northern hemisphere.,52,22,35,0.5925925925925926,0.5172413793103449,0.0293232388794422,0.3538020253181457,0.0,0.4159944057464599,0,0,1,0,0,1,1,0,0,0,1,1
Electricity sector in Germany / Electricity prices,Good Study,graph showing the average electricity in Germany,4,Tue Nov 21 2023 18:21:40 GMT-0600 (hora estándar central),1700612500673,1,prolific/train-0-395010.png,True,English,"{'question1': 'True', 'question10': '$0.80', 'question11': '1 to 2', 'question12': 'True', 'question2': 'Japan', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Skip', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",7.56675,650daeaffd6cc5fa80c2c8dc,41112,Moderate,Tue Nov 21 2023 18:00:17 GMT-0600 (hora estándar central),1700611217511,21.386033333333334,Electricity sector in Germany,1,first,5,7,Components of the German Electricity Price for Households Source,Components Electricity Price Germany,48,9,4,0.5925925925925926,0.6818181818181818,0.7186746597290039,0.6592077016830444,0.0,0.8207790851593018,0,0,1,0,0,1,1,0,0,0,1,1
Nanortalik / Population,Good Study,"Nanortalik population growth graphs, 1991-2010.",2,Tue Nov 21 2023 18:21:40 GMT-0600 (hora estándar central),1700612500673,1,prolific/train-0-283458.png,True,English,"{'question1': 'True', 'question10': '$0.80', 'question11': '1 to 2', 'question12': 'True', 'question2': 'Japan', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Skip', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",7.56675,650daeaffd6cc5fa80c2c8dc,46799,Moderate,Tue Nov 21 2023 18:00:17 GMT-0600 (hora estándar central),1700611217511,21.386033333333334,Nanortalik,2,first,5,7,"Nanortalik population growth dynamics, 1991-2010. Source: Statistics Greenland[12]",Nanortalik population dynamics,47,14,3,0.696969696969697,0.4814814814814814,0.7629584670066833,0.7772010564804077,0.0,0.6886775493621826,0,0,1,0,0,1,1,0,0,0,1,1
Breastfeeding promotion / Breastfeeding promotion projects by region / Asia / India,,"Graph of early initiation of breasfeeding in various countries. India 41.5%, Pakistan 18%, Sri Lanka 90.3%, Bangladesh 50.8%, Nepal 54.9%, china 26.4%",3,Tue Nov 21 2023 19:22:55 GMT-0500 (Eastern Standard Time),1700612575694,1,prolific/train-0-119573.png,True,english,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': 'Skip', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",8.458633333333333,6547dbfb9dc5ce155ad62390,246136,Very little,Tue Nov 21 2023 19:01:31 GMT-0500 (Eastern Standard Time),1700611291713,21.39968333333333,Breastfeeding promotion,0,first,8,34,Early Initiation of Breastfeeding in some of the Asian countries. Source: 2018 Global Breastfeeding Scorecard,Early Initiation of Breastfeeding in some of the Asian countries. Source: 2018 Global Breastfeeding Scorecard https://www.indiaspend.com/6-in-10-indian-babies-miss-out-on-early-breastfeeding-and-its-life-saving-benefits-62614/,150,17,20,0.6136363636363636,0.6595744680851063,0.3014033436775207,0.3535347878932953,0.0,0.9155380725860596,1,1,0,0,1,1,1,0,1,0,1,1
Breastfeeding promotion / Breastfeeding promotion projects by region / Asia / India,,"Graph of early initiation of breastfeeding in various countries. India 41.5%, Pakistan 18%, Sri Lanka 90.3%, Bangladesh 50.8%, Nepal 54.9%, china 26.4%",3,Tue Nov 21 2023 19:22:55 GMT-0500 (Eastern Standard Time),1700612575694,1,prolific/train-0-119573.png,True,english,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': 'Skip', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",8.458633333333333,6547dbfb9dc5ce155ad62390,6668,Very little,Tue Nov 21 2023 19:01:31 GMT-0500 (Eastern Standard Time),1700611291713,21.39968333333333,Breastfeeding promotion,0,second,8,34,Early Initiation of Breastfeeding in some of the Asian countries. Source: 2018 Global Breastfeeding Scorecard,Early Initiation of Breastfeeding in some of the Asian countries. Source: 2018 Global Breastfeeding Scorecard https://www.indiaspend.com/6-in-10-indian-babies-miss-out-on-early-breastfeeding-and-its-life-saving-benefits-62614/,151,17,20,0.6136363636363636,0.6595744680851063,0.8048228025436401,0.7833349108695984,0.0,0.9155380725860596,1,1,0,0,1,1,1,0,1,0,1,1
Single crossing condition,,Example of two cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition. F(x) and G(x) are the same,5,Tue Nov 21 2023 19:22:55 GMT-0500 (Eastern Standard Time),1700612575694,1,prolific/train-0-307125.png,True,english,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': 'Skip', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",8.458633333333333,6547dbfb9dc5ce155ad62390,117231,Very little,Tue Nov 21 2023 19:01:31 GMT-0500 (Eastern Standard Time),1700611291713,21.39968333333333,Single crossing condition,1,first,8,33,Example of two cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,Example of two normal cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,134,21,22,1.0,1.0,0.9597753882408142,0.9300912618637084,0.0,0.9686145782470704,1,1,0,0,1,1,1,0,1,0,1,1
Colorado River / Discharge,,"Annual flow volume up to 25 million of acre feet, against years from 1890 to 2010. 1900 has early 20th century drought, also noted 1930's drought, mid-century drought and early 21st century drought. scribbley lines.",5,Tue Nov 21 2023 19:22:55 GMT-0500 (Eastern Standard Time),1700612575694,1,prolific/train-0-208920.png,True,english,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': 'Skip', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",8.458633333333333,6547dbfb9dc5ce155ad62390,182114,Very little,Tue Nov 21 2023 19:01:31 GMT-0500 (Eastern Standard Time),1700611291713,21.39968333333333,Colorado River,2,first,8,42,Annual Colorado River discharge volumes at Lee's Ferry between 1895 and 2004,The average annual discharge of the Colorado River has shown a slight but noticeable decreasing trend between 1895 and 2004.,215,13,21,0.717948717948718,0.6842105263157895,0.3785824179649353,0.3901471495628357,0.0,0.6898689270019531,1,1,0,0,1,1,1,0,1,0,1,1
Ikerasaarsuk / Population,,"The image shows a graph of the increase in growth dynamics in the last two decades. The image shows blue blocks parallel to each other, blocks varying in sizes depending on the the size of the population growth in a specific year. Each year is labeled under each blue block from 1991-2010.",2,Tue Nov 21 2023 16:24:44 GMT-0800 (Pacific Standard Time),1700612684264,1,prolific/train-0-370954.png,True,english,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '20-30 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.761366666666666,5aa26bda35237b000112e35d,440268,Little,Tue Nov 21 2023 15:42:03 GMT-0800 (Pacific Standard Time),1700610123505,42.679316666666665,Ikerasaarsuk,0,first,8,56,Ikerasaarsuk population growth dynamics in the last two decades. Source: Statistics Greenland[4],Ikerasaarsuk population dynamics,289,17,3,0.525,0.5,0.4142240583896637,0.3587738275527954,0.0,0.7536988854408264,1,1,0,1,1,0,1,0,1,0,1,1
Elections in Croatia / Parliamentary elections / Previous parliamentary elections,,"The image shows a graph with individual lines mapped horizontally. There are six lines each representing a party. 
HDZ: dark blue
SDP: red
HNS: orange
HSLS: yellow
HSS: green
MOST: orange
Others: gray
The left side is a vertical row listing the number of wins. The bottom of the graph shows the years of each party. The number of wins of each party is determined by where the lines falls on the graph vertically and the place it falls horizontally shows its year.",5,Tue Nov 21 2023 16:24:44 GMT-0800 (Pacific Standard Time),1700612684264,1,prolific/train-0-472392.png,True,english,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '20-30 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.761366666666666,5aa26bda35237b000112e35d,815065,Little,Tue Nov 21 2023 15:42:03 GMT-0800 (Pacific Standard Time),1700610123505,42.679316666666665,Elections in Croatia,1,first,8,95,"Croatian parliamentary election results, 1992–2016; parties winning 10 or more seats in any one election shown individually","Graph of Croatian election results, using differently-colored lines",463,19,9,0.425531914893617,0.4285714285714285,0.2919031083583832,0.5718461275100708,0.0,0.6120418310165405,1,1,0,1,1,0,1,0,1,0,1,1
