,category,desc_type,comments,descriptions,difficulty_rating,endTime,experiment_id,image,is_data_visualization,languages,minivlat_answers,prolific_id,reaction_times,self_understanding,startDate,startTime,timeSpent,topic,trial_number,endDate,minivlat_score,num_words,caption,alttext,char_count,num_words_caption,num_words_alttext,desc_caption_jaccard,desc_caption_sbert,desc_alttext_sbert,sbert_alttext_caption,question1,question10,question11,question12,question2,question3,question4,question5,question6,question7,question8,question9
78,European debt crisis contagion,first,,Graph from Bloomberg showing the changes in creditworthiness for a number of European countries with Greece having the widest range of change. ,5,1686621211707,1,prolific/train-0-359850.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '42.30 Mbps'}",60fcc31937fa85c245621998,126825,Moderate,Mon Jun 12 2023 21:37:27 GMT-0400 (Eastern Daylight Time),1686620247848,16.0643166666667,European debt crisis contagion,0,Mon Jun 12 2023 21:53:31 GMT-0400 (Eastern Daylight Time),9,23,"Sovereign CDS showing a temporary loss of confidence in creditworthiness of certain EU countries. The left axis is in basis points; a level of 1,000 means it costs $1 million to protect $10 million of debt for five years.",Sovereign credit default swaps for EU countries in 2010-2013,143,44,9,0.6052631578947370,0.38685160875320400,0.5080442428588870,0.520787239074707,1,1,0,1,1,1,1,1,1,0,1,0
79,"Safety of electronic cigarettes / Fires, explosions, and other battery-related malfunctions",first,,"Graph comparing E-cigarette sales in millions to number of incidents that resulted in injuries caused by e-cigarettes. Sales were stagnant from 2009-2012 but have steadily risen, with a brief drop in 2014. The number of injuries has risen at approximately the same rate as sales, but without a drop in 2014.",3,1686621211707,1,prolific/train-0-407025.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '42.30 Mbps'}",60fcc31937fa85c245621998,184305,Moderate,Mon Jun 12 2023 21:37:27 GMT-0400 (Eastern Daylight Time),1686620247848,16.0643166666667,Safety of electronic cigarettes,1,Mon Jun 12 2023 21:53:31 GMT-0400 (Eastern Daylight Time),9,56,Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016.[326] There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014.[326] The USFA noted that this appears to correlate well with the e-cigarette sales trend.[326],Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016. There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014. The USFA noted that this appears to correlate well with the e-cigarette sales trend.,309,73,64,0.7291666666666670,0.7679787278175350,0.7533696889877320,0.979203999042511,1,1,0,1,1,1,1,1,1,0,1,0
80,European debt crisis / Evolution of the crisis / Portugal,first,,"Line graph comparing debt of Portugal to Eurozone average from Eurostat. Until 2005, Portugal's debt in percentage of GDP was lower than that of the Eurozone but steadily rose since 1999. In 2005, it equaled the Eurozone average and stayed around it until 2009, when it rose above it. Since then, it continued to rise, reaching a high point in 2015 at 131% while the Eurozone average was around 90%. Since 2015, it has gradually lowered over time as has the Eurozone average, but Portugal remains well above that average.",4,1686621211707,1,prolific/train-0-191651.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '42.30 Mbps'}",60fcc31937fa85c245621998,284591,Moderate,Mon Jun 12 2023 21:37:27 GMT-0400 (Eastern Daylight Time),1686620247848,16.0643166666667,European debt crisis,2,Mon Jun 12 2023 21:53:31 GMT-0400 (Eastern Daylight Time),9,105,Debt of Portugal compared to eurozone average since 1999,Portuguese debt compared to eurozone average,521,9,6,0.5714285714285710,0.82175612449646,0.7716102004051210,0.9214153289794920,1,1,0,1,1,1,1,1,1,0,1,0
81,European debt crisis / Evolution of the crisis / Portugal,first,,"It is a line graph depicting the debt of Portugal compared to eurozone average since 1999. The two lines intersect in 2009, meaning they had the same debt in percent of GDP. After that, the Eurozone debt in percent of GDP trends upward sharply for the rest of the graph.",4,1686621732023,1,prolific/train-0-191651.png,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",61097498fb9e97e8a701c33f,430581,Little,Mon Jun 12 2023 21:42:46 GMT-0400 (Eastern Daylight Time),1686620566939,19.4180666666667,European debt crisis,0,Mon Jun 12 2023 22:02:12 GMT-0400 (Eastern Daylight Time),9,55,Debt of Portugal compared to eurozone average since 1999,Portuguese debt compared to eurozone average,270,9,6,0.6666666666666670,0.7020955681800840,0.6661865711212160,0.9214153289794920,1,1,0,1,1,1,1,0,1,0,1,1
82,Single crossing condition,first,,This is two distributive functions intersecting,5,1686621732023,1,prolific/train-0-307125.png,FALSE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",61097498fb9e97e8a701c33f,30631,Little,Mon Jun 12 2023 21:42:46 GMT-0400 (Eastern Daylight Time),1686620566939,19.4180666666667,Single crossing condition,1,Mon Jun 12 2023 22:02:12 GMT-0400 (Eastern Daylight Time),9,6,Example of two cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,Example of two normal cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,47,21,22,0.5483870967741940,0.3820517361164090,0.353471040725708,0.9410582780838010,1,1,0,1,1,1,1,0,1,0,1,1
83,European debt crisis contagion,first,,It is a graph of sovereign credit default swaps,5,1686621732023,1,prolific/train-0-359850.png,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",61097498fb9e97e8a701c33f,48732,Little,Mon Jun 12 2023 21:42:46 GMT-0400 (Eastern Daylight Time),1686620566939,19.4180666666667,European debt crisis contagion,2,Mon Jun 12 2023 22:02:12 GMT-0400 (Eastern Daylight Time),9,9,"Sovereign CDS showing a temporary loss of confidence in creditworthiness of certain EU countries. The left axis is in basis points; a level of 1,000 means it costs $1 million to protect $10 million of debt for five years.",Sovereign credit default swaps for EU countries in 2010-2013,47,44,9,0.5135135135135140,0.5019193887710570,0.6528576612472530,0.520787239074707,1,1,0,1,1,1,1,0,1,0,1,1
84,"Safety of electronic cigarettes / Fires, explosions, and other battery-related malfunctions",first,,"There are two lines: one line represents ""e-cigarette sales in millions of dollar"". The other line represents the annual number of incidents (fire and explosions). There is a positive correlation between the two lines, especially after 2014.",3,1697502271564,1,prolific/train-0-407025.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5ed494f67d597433ade49e45,81229,Little,Mon Oct 16 2023 17:16:39 GMT-0700 (Pacific Daylight Time),1697501799599,7.86608333333333,Safety of electronic cigarettes,0,Mon Oct 16 2023 17:24:31 GMT-0700 (Pacific Daylight Time),11,46,Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016.[326] There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014.[326] The USFA noted that this appears to correlate well with the e-cigarette sales trend.[326],Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016. There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014. The USFA noted that this appears to correlate well with the e-cigarette sales trend.,241,73,64,0.64,0.6922447085380550,0.6749398112297060,0.979203999042511,1,1,0,1,1,1,1,1,1,1,1,1
85,Elections in Croatia / Parliamentary elections / Previous parliamentary elections,first,,"There are 7 lines on the graph, each one representing a different Croatian party.",5,1697502271564,1,prolific/train-0-472392.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5ed494f67d597433ade49e45,39202,Little,Mon Oct 16 2023 17:16:39 GMT-0700 (Pacific Daylight Time),1697501799599,7.86608333333333,Elections in Croatia,1,Mon Oct 16 2023 17:24:31 GMT-0700 (Pacific Daylight Time),11,16,"Croatian parliamentary election results, 1992–2016; parties winning 10 or more seats in any one election shown individually","Graph of Croatian election results, using differently-colored lines",81,19,9,0.5454545454545450,0.48739343881607100,0.7111161351203920,0.5574201345443730,1,1,0,1,1,1,1,1,1,1,1,1
86,Federal political financing in Canada / Private funding / Cost of fundraising,first,,There are several bars that represent fundraing expenses and subsidized contributions raised by different Canadian federal parties in 2009.,5,1697502271564,1,prolific/train-0-14152.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5ed494f67d597433ade49e45,49849,Little,Mon Oct 16 2023 17:16:39 GMT-0700 (Pacific Daylight Time),1697501799599,7.86608333333333,Federal political financing in Canada,2,Mon Oct 16 2023 17:24:31 GMT-0700 (Pacific Daylight Time),11,20,Party-level fundraising costs vs. party-level contributions raised at top three Canadian federal parties in 2009 (source: Elections Canada[4]),Party-level fundraising costs vs. party-level contributions raised at top three Canadian federal parties in 2009,139,24,15,0.6756756756756760,0.6999752521514890,0.7337235808372500,0.9773972630500790,1,1,0,1,1,1,1,1,1,1,1,1
87,European debt crisis contagion,first,,Shows a graph with the countries on the left and years on the bottom.,1,1697502902601,1,prolific/train-0-359850.png,TRUE,English ,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 1', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'False', 'question5': '35.2%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",64160a321838bf092d47cd69,125534,Little,Mon Oct 16 2023 17:24:10 GMT-0700 (Pacific Daylight Time),1697502250605,10.8666,European debt crisis contagion,0,Mon Oct 16 2023 17:35:02 GMT-0700 (Pacific Daylight Time),8,15,"Sovereign CDS showing a temporary loss of confidence in creditworthiness of certain EU countries. The left axis is in basis points; a level of 1,000 means it costs $1 million to protect $10 million of debt for five years.",Sovereign credit default swaps for EU countries in 2010-2013,69,44,9,0.6388888888888890,0.15889500081539200,0.19389043748378800,0.520787239074707,1,1,0,1,1,1,0,0,1,0,1,1
88,Bishop Auckland / Demography,first,,The graph are in a line with age groups on the bottom.,1,1697502902601,1,prolific/train-0-245143.png,TRUE,English ,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 1', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'False', 'question5': '35.2%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",64160a321838bf092d47cd69,69961,Little,Mon Oct 16 2023 17:24:10 GMT-0700 (Pacific Daylight Time),1697502250605,10.8666,Bishop Auckland,1,Mon Oct 16 2023 17:35:02 GMT-0700 (Pacific Daylight Time),8,13,"""Population pyramid"" showing the breakdown of the Bishop Auckland's population vs Age compared with the figures for County Durham and England and Wales. Source:[9]","A bar chart comparing dividing the population into 5-year intervals, and comparing the percentage of the population of Bishop Auckland made up by each interval with the figures for England and Wales and County Durham. The graph shows that the towns population is broadly in line with that nationally, with the exception that Bishop Auckland has a much lower proportion of people aged 20 to 24 years.",54,32,71,0.46153846153846200,0.3554987907409670,0.41255638003349300,0.7671424150466920,1,1,0,1,1,1,0,0,1,0,1,1
89,"Safety of electronic cigarettes / Fires, explosions, and other battery-related malfunctions",first,,Graph shows a uphill with two lines on the outer left displays sales on the bottom shows the years.,1,1697502902601,1,prolific/train-0-407025.png,TRUE,English ,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 1', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'False', 'question5': '35.2%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",64160a321838bf092d47cd69,79104,Little,Mon Oct 16 2023 17:24:10 GMT-0700 (Pacific Daylight Time),1697502250605,10.8666,Safety of electronic cigarettes,2,Mon Oct 16 2023 17:35:02 GMT-0700 (Pacific Daylight Time),8,20,Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016.[326] There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014.[326] The USFA noted that this appears to correlate well with the e-cigarette sales trend.[326],Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016. There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014. The USFA noted that this appears to correlate well with the e-cigarette sales trend.,99,73,64,0.44680851063829800,0.1685507893562320,0.13575369119644200,0.979203999042511,1,1,0,1,1,1,0,0,1,0,1,1
90,Near-infrared window in biological tissue / Absorption properties of tissue components / Water,first,,Image shows that both Eumelanin and Pheomelanin decrease in terms of Molecular Extinction Coefficient as Wavelength increases--Pheomelanin decreases at a faster rate than Eumelanin as Wavelength increases. ,4,1697502969250,1,prolific/train-0-201657.png,TRUE,English. ,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",63d9fbd9dde5015eefc87966,89349,Well,Mon Oct 16 2023 20:24:03 GMT-0400 (Eastern Daylight Time),1697502243035,12.1035833333333,Near-infrared window in biological tissue,0,Mon Oct 16 2023 20:36:09 GMT-0400 (Eastern Daylight Time),11,30,Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.[5],Figure 3: Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.,206,15,15,0.5135135135135140,0.7324998378753660,0.7147354483604430,0.9823436141014100,1,1,0,1,1,1,1,1,1,1,1,1
91,Green marketing / Adoptability / LOHAS,first,,"US LOHAS Consumer Segmentation includes 5 consumer categories including LOHAS, Naturalites, Drifters, Conventionals, and Unconcerned. Conventionals make up the largest percentage of consumers for NMI in 2017, making up 26%, while LOHAS makes up the least at 17%. All other categories make-up 19%.",2,1697502969250,1,prolific/train-0-480642.png,TRUE,English. ,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",63d9fbd9dde5015eefc87966,120323,Well,Mon Oct 16 2023 20:24:03 GMT-0400 (Eastern Daylight Time),1697502243035,12.1035833333333,Green marketing,1,Mon Oct 16 2023 20:36:09 GMT-0400 (Eastern Daylight Time),11,55,The distribution of the different types of LOHAS.[26],The distribution of the different types of LOHAS.,296,12,9,0.4375,0.518710732460022,0.5218796730041500,0.9872645139694210,1,1,0,1,1,1,1,1,1,1,1,1
92,Electricity sector in Germany / Electricity prices,first,,"Chart is a pie chart showing the percentage of the German Power Price that each component of the electricity sector contributed in 2020. Grid Charges led the way at 25.1%, while Renewable Surcharge made up the least at 3.2%. Other components include concession fee, grid charges, other levies, electricity tax, value-added tax, and power generation or Aquisition Sales.",5,1697502969250,1,prolific/train-0-395010.png,TRUE,English. ,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",63d9fbd9dde5015eefc87966,143761,Well,Mon Oct 16 2023 20:24:03 GMT-0400 (Eastern Daylight Time),1697502243035,12.1035833333333,Electricity sector in Germany,2,Mon Oct 16 2023 20:36:09 GMT-0400 (Eastern Daylight Time),11,69,Components of the German Electricity Price for Households Source,Components Electricity Price Germany,370,9,4,0.5238095238095240,0.70771723985672,0.6831332445144650,0.7899571657180790,1,1,0,1,1,1,1,1,1,1,1,1
93,Green marketing / Adoptability / LOHAS,first,,A pie chart demonstrating the breakdown of LOHAS consumer segmentation model by percentages ,4,1697503082657,1,prolific/train-0-480642.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5b8c8e454311ba000175f4ae,51086,Very Well,Mon Oct 16 2023 20:32:04 GMT-0400 (Eastern Daylight Time),1697502724245,5.97353333333333,Green marketing,0,Mon Oct 16 2023 20:38:02 GMT-0400 (Eastern Daylight Time),11,13,The distribution of the different types of LOHAS.[26],The distribution of the different types of LOHAS.,92,12,9,0.6060606060606060,0.43590182065963700,0.45300519466400100,0.9872645139694210,1,1,1,1,1,1,1,1,1,0,1,1
94,Electricity sector in Germany / Electricity prices,first,,Donut chart showing the amount of taxes and fees associated with kWh pricing,3,1697503082657,1,prolific/train-0-395010.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5b8c8e454311ba000175f4ae,36799,Very Well,Mon Oct 16 2023 20:32:04 GMT-0400 (Eastern Daylight Time),1697502724245,5.97353333333333,Electricity sector in Germany,1,Mon Oct 16 2023 20:38:02 GMT-0400 (Eastern Daylight Time),11,13,Components of the German Electricity Price for Households Source,Components Electricity Price Germany,76,9,4,0.5333333333333330,0.45150479674339300,0.37419646978378300,0.7899571657180790,1,1,1,1,1,1,1,1,1,0,1,1
95,Single crossing condition,first,,Example of two cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition,2,1697503082657,1,prolific/train-0-307125.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5b8c8e454311ba000175f4ae,20866,Very Well,Mon Oct 16 2023 20:32:04 GMT-0400 (Eastern Daylight Time),1697502724245,5.97353333333333,Single crossing condition,2,Mon Oct 16 2023 20:38:02 GMT-0400 (Eastern Daylight Time),11,20,Example of two cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,Example of two normal cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,106,21,22,0.9666666666666670,0.998212993144989,0.9389830827713010,0.9410582780838010,1,1,1,1,1,1,1,1,1,0,1,1
96,Elections in Croatia / Parliamentary elections / Previous parliamentary elections,first,,The image shows the number of seat won by 7 different political groups in Croatia over a period of 24 years.,3,1697503098874,1,prolific/train-0-472392.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5dd36d715e9119361a7459f8,92914,Moderate,Mon Oct 16 2023 18:26:33 GMT-0600 (Mountain Daylight Time),1697502393787,11.75145,Elections in Croatia,0,Mon Oct 16 2023 18:38:18 GMT-0600 (Mountain Daylight Time),12,22,"Croatian parliamentary election results, 1992–2016; parties winning 10 or more seats in any one election shown individually","Graph of Croatian election results, using differently-colored lines",109,19,9,0.6285714285714290,0.6471359729766850,0.5684816837310790,0.5574201345443730,1,1,1,1,1,1,1,1,1,1,1,1
97,Elections in Croatia / Parliamentary elections / Previous parliamentary elections,second,,The image shows the number of seats won by 7 different political groups in Croatia over a period of 24 years.,3,1697503098874,1,prolific/train-0-472392.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5dd36d715e9119361a7459f8,5992,Moderate,Mon Oct 16 2023 18:26:33 GMT-0600 (Mountain Daylight Time),1697502393787,11.75145,Elections in Croatia,0,Mon Oct 16 2023 18:38:18 GMT-0600 (Mountain Daylight Time),12,22,"Croatian parliamentary election results, 1992–2016; parties winning 10 or more seats in any one election shown individually","Graph of Croatian election results, using differently-colored lines",110,19,9,0.6285714285714290,0.6516688466072080,0.5657591819763180,0.5574201345443730,1,1,1,1,1,1,1,1,1,1,1,1
98,Ernie Toshack with the Australian cricket team in England in 1948 / Role,first,,The image shows a player's performance. Their other first-class inning decreased as the tour progressed. They achieved test innings in June and July. The average of their five most recent innings increased during the tour.,5,1697503098874,1,prolific/train-0-24640.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5dd36d715e9119361a7459f8,153684,Moderate,Mon Oct 16 2023 18:26:33 GMT-0600 (Mountain Daylight Time),1697502393787,11.75145,Ernie Toshack with the Australian cricket team in England in 1948,1,Mon Oct 16 2023 18:38:18 GMT-0600 (Mountain Daylight Time),12,40,"A chart showing Toshack's batting performance during the tour. The runs scored per innings are represented by the bars, with the red bars being Test innings and the pink bars being other first-class innings. The blue line is the average of the five most recent innings and the dots indicate not outs.[10]","Toshack started the season with five first-class innings outside the Tests, and all were less than 10 and four were less than five, none were not out. He then scored two scores between 15 and 20 in the Tests, with a score of four outside the Tests in between. After scores of 1 and zero not out in the next two tour matches, he scored 12 not out in his third and final Test innings. He then finished with two in a tour match. All of his efforts beyond ten were in Tests, and he passed ten in all three Test innings, two of these being not out.",222,60,119,0.7352941176470590,0.6395928859710690,0.5286620259284970,0.6793749332427980,1,1,1,1,1,1,1,1,1,1,1,1
99,Electricity sector in Germany / Electricity prices,first,,"The image relates percentages of the pricing of German power. Power generation, grid charges, and taxes, levies, & surcharge make up 20-25% of the price. Value-added tax makes up 16% of the price. Electricity tax, renewable surcharge, and other levies constitute the remaining percentages of the German power price.",3,1697503098874,1,prolific/train-0-395010.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5dd36d715e9119361a7459f8,142728,Moderate,Mon Oct 16 2023 18:26:33 GMT-0600 (Mountain Daylight Time),1697502393787,11.75145,Electricity sector in Germany,2,Mon Oct 16 2023 18:38:18 GMT-0600 (Mountain Daylight Time),12,61,Components of the German Electricity Price for Households Source,Components Electricity Price Germany,317,9,4,0.5,0.6676568388938900,0.6540582776069640,0.7899571657180790,1,1,1,1,1,1,1,1,1,1,1,1
100,European debt crisis / Evolution of the crisis / Portugal,first,,"In relation of ""Debt in Percentage of GDP"" vs yearly growth of Portugal and the Eurozone average the chart shows substantial growth. From the years 1999-2004 Portugal was under the Debt in Percentage of GDP compared to the Eurozone average. Between the years 2004-2009 Portugal remained in sync with averages ranging from 68-83. However, after 2009, Portugal far exceeded the Eurozone average by 30+ percent consistently until 2019.",4,1697503105341,1,prolific/train-0-191651.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'False', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5e53d7bddd7154010dbb80a1,192135,Moderate,Mon Oct 16 2023 19:26:25 GMT-0500 (Central Daylight Time),1697502385775,11.9927666666667,European debt crisis,0,Mon Oct 16 2023 19:38:25 GMT-0500 (Central Daylight Time),10,76,Debt of Portugal compared to eurozone average since 1999,Portuguese debt compared to eurozone average,433,9,6,0.5333333333333330,0.861738383769989,0.7944544553756710,0.9214153289794920,1,1,1,1,1,1,0,1,1,0,1,1
101,Normally distributed and uncorrelated does not imply independent / Examples / A symmetric example,first,,The chart shows a data set of correlation between X and Y with no discernable axes. The data set indicates both are functions of one another and are equal across the board where x=y.,5,1697503105341,1,prolific/train-0-236684.png,FALSE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'False', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5e53d7bddd7154010dbb80a1,116459,Moderate,Mon Oct 16 2023 19:26:25 GMT-0500 (Central Daylight Time),1697502385775,11.9927666666667,Normally distributed and uncorrelated does not imply independent,1,Mon Oct 16 2023 19:38:25 GMT-0500 (Central Daylight Time),10,36,"Joint range of
  
    
      
        X
      
    
    {\displaystyle X}
  
 and
  
    
      
        Y
      
    
    {\displaystyle Y}
  
. Darker indicates higher value of the density function.","Two normally distributed, uncorrelated but dependent variables.",182,24,9,0.5428571428571430,0.49467477202415500,0.2676631808280950,0.2453407645225530,1,1,1,1,1,1,0,1,1,0,1,1
102,Green marketing / Adoptability / LOHAS,first,,"NIMI's 2007 US LOHAS Consumer Segmentation model is broken down into percentages of the population in NIMI defined consumer segments. 19% are unconcerned, 17% are LOHAS, 19% are Naturalites, 19% are Drifters, and 26% are Conventionals.",1,1697503105341,1,prolific/train-0-480642.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'False', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5e53d7bddd7154010dbb80a1,102929,Moderate,Mon Oct 16 2023 19:26:25 GMT-0500 (Central Daylight Time),1697502385775,11.9927666666667,Green marketing,2,Mon Oct 16 2023 19:38:25 GMT-0500 (Central Daylight Time),10,48,The distribution of the different types of LOHAS.[26],The distribution of the different types of LOHAS.,235,12,9,0.46808510638297900,0.4263606667518620,0.42977455258369400,0.9872645139694210,1,1,1,1,1,1,0,1,1,0,1,1
